experiment,policy,overall_mean_utility,utility_variance,min_utility,max_utility
2,NE,0.31075,1.0507294374999998,-0.9199999999999998,2.16
2,AE,-0.20549999999999996,0.19985974999999997,-1.14,0.26
2,NO,0.083,0.021790999999999998,-0.28,0.36
2,PO,0.1105,0.028339750000000004,-0.3,0.6
2,BA,0.6535,0.041127750000000005,0.18,1.02
