experiment,user_type,policy,alpha_mix,episode,explained,modality,scope,detail,utility,oracle_utility,regret,curiosity,explanation_cost,feedback_modality,feedback_scope,feedback_detail
1,VisualLearner,PO,,3,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,PO,,4,0,1,1,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,5,0,1,1,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,6,1,1,1,0,0.0,0.95,0.0,0.0,1.0,0,0,1
1,VisualLearner,PO,,7,1,0,1,1,-1.0,0.95,1.36,0.0,2.0,0,0,1
1,VisualLearner,PO,,8,1,1,0,0,1.0,0.95,0.24,0.0,1.0,0,1,1
1,VisualLearner,PO,,9,1,0,0,1,-2.0,0.95,1.5999999999999999,0.0,2.0,0,0,0
1,VisualLearner,PO,,10,1,1,0,0,1.0,0.95,0.24,0.0,1.0,1,1,0
1,VisualLearner,PO,,11,1,0,1,1,-1.0,0.95,1.36,0.0,2.0,0,1,0
1,VisualLearner,PO,,12,0,1,0,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,13,1,0,0,0,1.0,0.95,0.72,0.0,1.0,0,1,1
1,VisualLearner,PO,,14,1,1,0,0,0.0,0.95,0.24,0.0,1.0,1,0,0
1,VisualLearner,PO,,15,0,1,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,16,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,0,1
1,VisualLearner,PO,,17,0,0,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,18,0,1,1,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,19,1,0,1,0,1.0,0.95,0.48,0.0,1.0,1,1,0
1,VisualLearner,PO,,20,1,0,1,1,1.0,0.95,1.36,0.0,2.0,1,1,1
1,VisualLearner,PO,,21,1,1,0,0,0.0,0.95,0.24,0.0,1.0,1,0,0
1,VisualLearner,PO,,22,1,1,1,1,0.0,0.95,0.8800000000000001,0.0,2.0,1,1,0
1,VisualLearner,PO,,23,1,1,1,1,0.0,0.95,0.8800000000000001,0.0,2.0,1,1,0
1,VisualLearner,PO,,24,0,1,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,25,1,0,0,0,1.0,0.95,0.72,0.0,1.0,0,1,1
1,VisualLearner,PO,,26,0,0,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,27,0,1,1,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,28,1,0,0,1,-1.0,0.95,1.5999999999999999,0.0,2.0,0,1,0
1,VisualLearner,PO,,29,1,0,1,0,1.0,0.95,0.48,0.0,1.0,0,1,1
1,VisualLearner,PO,,30,1,1,1,1,0.0,0.95,0.8800000000000001,0.0,2.0,1,1,0
1,VisualLearner,PO,,31,1,0,0,0,1.0,0.95,0.72,0.0,1.0,1,0,1
1,VisualLearner,PO,,32,0,1,1,0,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,33,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,PO,,34,1,0,1,0,0.0,0.95,0.48,0.0,1.0,0,0,1
1,VisualLearner,PO,,35,1,0,0,1,-2.0,0.95,1.5999999999999999,0.0,2.0,0,0,0
1,VisualLearner,PO,,36,1,1,1,1,0.0,0.95,0.8800000000000001,0.0,2.0,1,1,0
1,VisualLearner,PO,,37,1,1,0,0,0.0,0.95,0.24,0.0,1.0,1,0,0
1,VisualLearner,PO,,38,0,0,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,39,1,1,0,0,0.0,0.95,0.24,0.0,1.0,1,0,0
1,VisualLearner,PO,,40,0,1,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,41,1,1,0,0,0.0,0.95,0.24,0.0,1.0,1,0,0
1,VisualLearner,PO,,42,0,0,0,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,43,1,1,1,1,0.0,0.95,0.8800000000000001,0.0,2.0,1,1,0
1,VisualLearner,PO,,44,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,PO,,45,0,0,1,1,0.0,0.95,0.95,0.0,0.0,0,0,0
1,VisualLearner,PO,,46,1,1,0,0,2.0,0.95,0.24,0.0,1.0,1,1,1
1,VisualLearner,PO,,47,1,1,0,1,1.0,0.95,1.1199999999999999,0.0,2.0,1,1,1
1,VisualLearner,PO,,48,1,1,1,1,-1.0,0.95,0.8800000000000001,0.0,2.0,1,0,0
1,VisualLearner,PO,,49,1,1,1,1,-1.0,0.95,0.8800000000000001,0.0,2.0,0,0,1
1,VisualLearner,BA,0.0,0,1,0,0,0,0.0,0.95,0.72,0.0,1.0,0,0,1
1,VisualLearner,BA,0.0,1,1,1,1,0,0.0,0.95,0.0,0.0,1.0,1,0,0
1,VisualLearner,BA,0.0,2,1,1,0,0,1.0,0.95,0.24,0.0,1.0,1,1,0
1,VisualLearner,BA,0.0,3,1,1,0,0,1.0,0.95,0.24,0.0,1.0,1,0,1
